Daily Time,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Male,Country,Timestamp,Clicked on Ad
75.42,29,53431.35,217.1,Profit-focused attitude-oriented task-force,New Marcusbury,1,Ethiopia,30-03-2016 14:36,1
60.53,33,55642.32,204.02,Diverse modular interface,New Taylorburgh,1,Vanuatu,09-02-2016 05:28,0
68.01,33,77988.71,125.27,Quality-focused zero tolerance matrices,East Carlos,0,Macedonia,03-07-2016 04:11,0
44.78,41,57846.68,187.76,Fundamental zero tolerance solution,South Manuel,1,Croatia,13-05-2016 11:57,0
83.71,38,57868.44,130.83,Pre-emptive content-based frame,Stewartbury,1,Finland,22-04-2016 02:07,1
81.58,41,64828,255.57,Front-line multi-state hub,Hubbardmouth,1,Hong Kong,28-05-2016 12:20,1
55.6,35,25603.93,225.58,Profound zero administration instruction set,Wrightburgh,0,San Marino,18-07-2016 01:36,0
44.46,33,49101.67,120.75,Diverse modular interface,New Thomas,1,Vanuatu,28-02-2016 18:52,0
82.07,41,50628.31,144.77,De-engineered attitude-oriented projection,Rebeccamouth,1,Qatar,05-01-2016 20:58,0
71.33,37,23936.86,181.02,Front-line bandwidth-monitored capacity,Johnstad,1,South Africa,18-01-2016 02:51,0
80.51,23,55121.65,223.93,Enhanced optimizing website,Hubbardmouth,1,United States Virgin Islands,06-04-2016 05:55,0
44.78,26,70203.74,131.68,Business-focused responsive website,Lake Jacqueline,0,Senegal,09-03-2016 00:41,0
41.73,31,27262.51,217.37,Horizontal heuristic support,Hernandezfort,0,Czech Republic,12-04-2016 03:26,1
36.08,45,66263.37,236.87,Reactive upward-trending migration,Lake Brian,0,Tajikistan,26-05-2016 13:18,0
32.6,33,43974.49,196.77,Multi-tiered foreground Graphic Interface,Silvaton,0,Indonesia,12-05-2016 21:32,1
51.24,36,76003.47,141.52,Up-sized incremental encryption,North Randy,0,Liechtenstein,08-05-2016 22:24,1
69.88,34,20592.99,168.34,Up-sized bi-directional infrastructure,Kingshire,0,Namibia,11-03-2016 00:05,0
82.07,49,57868.44,187.76,Enhanced homogeneous moderator,Stewartbury,1,Norway,15-01-2016 19:40,1
52.68,32,55424.24,178.92,Business-focused transitional solution,Lisafort,1,Sao Tome and Principe,09-01-2016 03:45,0
50.19,36,32549.95,109.07,Ameliorated actuating workforce,Lake Patrick,1,Indonesia,27-04-2016 04:28,0
55.6,35,25603.93,236.87,Optional multi-state hardware,Wrightburgh,0,Myanmar,18-07-2016 01:36,0
62.26,32,55424.24,178.92,Business-focused transitional solution,Lisafort,1,Ghana,31-03-2016 20:55,0
89.05,44,48246.6,227.63,Reverse-engineered context-sensitive emulation,Palmerside,0,Micronesia,05-01-2016 17:56,1
75.84,41,63363.04,137.24,Exclusive even-keeled moratorium,Port Sarahhaven,0,Micronesia,23-05-2016 08:06,0
80.51,50,72325.91,123.13,Realigned content-based leverage,North Samantha,0,Malawi,01-04-2016 05:17,1
39.96,45,59610.81,138.71,Enhanced homogeneous moderator,Wintersfort,1,Brazil,10-07-2016 17:24,1
52.68,35,73889.99,226.54,Proactive bandwidth-monitored policy,Phelpschester,1,Sri Lanka,18-03-2016 13:22,0
65.59,39,38067.08,124.44,Customer-focused incremental system engine,New Michael,0,American Samoa,09-07-2016 11:18,0
82.07,33,39616,227.37,Synchronized multi-tasking ability,West Connor,1,Vanuatu,18-04-2016 15:54,0
80.23,31,59886.58,174.88,Enhanced homogeneous moderator,Pearsonfort,1,Bosnia and Herzegovina,16-06-2016 02:01,0
81.75,34,60283.98,234.75,Function-based incremental standardization,Hawkinsbury,0,Brunei Darussalam,20-02-2016 09:54,0
55.6,35,66187.58,236.87,Intuitive exuding service-desk,Jamiefort,0,Ghana,06-05-2016 21:07,0
79.52,44,48335.2,137.24,Reactive needs-based instruction set,New Travistown,0,El Salvador,25-05-2016 20:10,1
84.98,24,52252.91,172.83,Business-focused transitional solution,Lisafort,1,Latvia,18-03-2016 13:22,0
78.84,35,66187.58,236.87,Optional multi-state hardware,Wrightburgh,0,Lao People's Democratic Republic,18-07-2016 01:36,0
41.73,28,71222.4,207.17,Phased hybrid superstructure,South Daniellefort,0,Ireland,05-01-2016 11:53,0
51.87,35,73889.99,221.18,Robust uniform framework,Karenmouth,1,Albania,26-01-2016 02:47,1
88.12,28,57846.68,201.04,Robust uniform framework,South Corey,1,South Africa,05-01-2016 20:58,0
55.6,39,19991.72,230.52,Intuitive exuding service-desk,Westshire,0,Liberia,14-01-2016 14:00,1
80.31,31,56180.93,207.17,Balanced empowering success,New Michael,0,Guam,21-06-2016 14:32,0
61.22,25,25686.34,202.18,Face-to-face analyzing encryption,Lake David,1,American Samoa,28-04-2016 02:55,0
37.87,43,57868.44,122.31,Reverse-engineered maximized focus group,Port Katelynview,0,Bangladesh,17-04-2016 21:39,1
54.43,39,23936.86,108.03,Cloned object-oriented benchmark,Westshire,0,South Africa,08-05-2016 22:24,1
59.51,40,41232.89,140.15,User-centric attitude-oriented adapter,South Walter,0,Lao People's Democratic Republic,27-06-2016 21:51,1
57.24,42,60514.05,243.61,Right-sized mobile initiative,West Amanda,1,Czech Republic,19-05-2016 14:30,1
37.68,51,59886.58,176.98,Focused coherent success,Yangside,1,Turkey,03-04-2016 21:13,1
55.6,24,52252.91,167.22,Multi-lateral multi-state encryption,Williamsport,0,Algeria,20-01-2016 00:26,1
60.53,46,40468.53,200.71,Synchronized multi-tasking ability,Jordantown,0,United States of America,05-07-2016 22:33,0
66.08,22,67058.72,121.07,Profit-focused secondary portal,Combsstad,0,Austria,12-06-2016 21:21,0
40.47,35,61172.07,221.18,Secured secondary superstructure,Wrightburgh,1,Myanmar,26-01-2016 02:47,0
40.17,26,56683.32,207.17,De-engineered tertiary secured line,Port Kathleenfort,0,Saint Pierre and Miquelon,26-02-2016 01:18,0
80.31,42,60514.05,236.87,Innovative interactive portal,Lake Jennifer,0,Costa Rica,06-04-2016 11:24,1
84,36,29398.61,140.46,Future-proofed methodical protocol,Youngfort,1,Liechtenstein,13-04-2016 07:07,0
51.87,40,73882.91,132.63,Organic next generation matrix,Port Douglasborough,1,Somalia,09-01-2016 17:33,0
89.05,50,57868.44,123.13,Function-based context-sensitive secured line,Stewartbury,1,Micronesia,20-03-2016 08:22,1
44.33,39,48335.2,124.44,Cloned object-oriented benchmark,New Rebecca,0,Liechtenstein,03-01-2016 16:01,1
74.61,41,55121.65,126.39,Front-line multi-state hub,Hubbardmouth,1,Luxembourg,02-03-2016 06:35,1
88.12,45,32635.7,158.42,Enhanced homogeneous moderator,Wintersfort,1,Norway,11-02-2016 04:37,1
60.23,50,57868.44,125.22,Reverse-engineered maximized focus group,North Kimberly,0,Bangladesh,17-04-2016 21:39,1
51.24,36,59240.24,140.46,Up-sized incremental encryption,Port Raymondfort,0,Senegal,26-02-2016 19:48,0
59.05,34,34191.23,224.44,Team-oriented transitional methodology,Port Robin,1,Equatorial Guinea,05-04-2016 18:02,1
47.48,29,49850.52,216.49,Inverse discrete extranet,Christinetown,0,Chile,22-04-2016 22:01,0
83.71,38,57868.44,269.96,Profit-focused dedicated utilization,West Andrew,0,Western Sahara,19-05-2016 14:30,1
55.6,32,55424.24,172.83,Horizontal client-server database,Lisafort,1,Latvia,28-04-2016 22:54,0
59.51,30,58677.69,219.94,Synchronized systemic hierarchy,Reyesfurt,0,Qatar,09-03-2016 06:22,0
74.07,24,18368.57,109.07,Total cohesive moratorium,West Angelabury,1,Algeria,05-04-2016 05:54,0
37.45,31,61840.26,207.17,Sharable reciprocal project,North Regina,1,Singapore,09-07-2016 11:18,0
36.08,45,59610.81,110.66,Enhanced homogeneous moderator,Wintersfort,1,Micronesia,05-03-2016 12:03,1
44.33,39,37334.78,230.52,Phased hybrid superstructure,Westshire,0,Serbia,20-01-2016 00:26,1
41.73,28,55121.65,217.37,Realigned intangible benchmark,Wendyton,0,Czech Republic,21-06-2016 14:32,0
56.3,29,72203.96,216.49,Managed client-server access,Bradleyside,1,Sri Lanka,05-01-2016 16:26,0
80.3,23,53058.91,217.37,Centralized logistical secured line,Reyesfurt,0,Czech Republic,08-02-2016 07:33,1
89,43,57868.44,167.86,Optimized upward-trending productivity,Wilcoxport,1,Northern Mariana Islands,03-04-2016 21:13,1
43.49,37,23936.86,109.29,Multi-channeled scalable moratorium,New Brandy,1,Luxembourg,20-06-2016 14:20,1
48.86,54,47997.75,161.16,Profit-focused attitude-oriented task-force,East Tiffanyport,0,Czech Republic,31-05-2016 09:06,1
59.88,31,55121.65,204.79,Balanced empowering success,Dustinchester,0,Saint Pierre and Miquelon,21-06-2016 14:32,0
62.42,33,38745.29,204.02,Synchronized multi-tasking ability,West Chloeborough,1,Vanuatu,12-06-2016 21:21,0
62.26,32,69481.85,178.92,Business-focused transitional solution,Lisafort,1,Puerto Rico,09-01-2016 03:45,0
79.6,23,60514.05,172.81,Centralized logistical secured line,Hubbardmouth,0,Czech Republic,14-01-2016 14:00,1
51.87,39,61601.05,209.25,Business-focused real-time toolset,Laurieside,1,Myanmar,02-07-2016 20:23,0
55.6,35,73889.99,236.87,Optional multi-state hardware,Wrightburgh,0,Niger,02-07-2016 20:23,0
71.84,28,31281.01,207.17,Sharable reciprocal project,Port Kathleenfort,1,Singapore,26-02-2016 01:18,0
34.3,23,59243.46,143.13,Digitized disintermediate ability,Hubbardmouth,1,Chad,13-05-2016 11:57,1
59.22,49,39031.89,113.8,Streamlined homogeneous analyzer,West Brandonton,0,Netherlands,05-02-2016 16:50,1
47.64,29,72203.96,217.1,Sharable reciprocal project,West Shannon,1,Micronesia,31-01-2016 04:10,0
81.22,41,57846.68,187.76,Robust uniform framework,Michaelmouth,1,Honduras,13-05-2016 11:57,1
42.04,37,53058.91,183.42,Devolved human-resource circuit,Lake James,0,Australia,30-05-2016 18:08,1
40.17,26,74903.41,149.79,User-friendly upward-trending intranet,East Kevinbury,1,Bosnia and Herzegovina,11-03-2016 06:49,1
79.54,25,50671.6,105.86,Synergized intangible open system,New Tina,1,Moldova,08-07-2016 17:14,0
78.7,51,39616,230.93,Vision-oriented real-time framework,Port Katelynview,0,Denmark,20-02-2016 00:06,1
53.14,40,73882.91,198.45,Managed client-server access,Port Douglasborough,1,Saint Lucia,22-04-2016 00:28,0
78.84,35,48758.92,236.87,Monitored dynamic instruction set,Hansenmouth,0,Saint Vincent and the Grenadines,20-04-2016 10:04,1
80.3,37,53058.91,230.52,Centralized logistical secured line,Garciamouth,0,Belgium,26-05-2016 15:40,0
55.6,35,66187.58,236.87,Vision-oriented attitude-oriented Internet solution,Rickymouth,0,Albania,29-06-2016 02:48,1
78.7,33,39616,196.77,Multi-tiered foreground Graphic Interface,Silvaton,0,Cayman Islands,12-05-2016 21:32,1
66.12,37,75180.2,120.49,Realigned global initiative,Lake James,0,Australia,19-02-2016 20:49,1
78.64,31,57739.03,200.28,Sharable reciprocal project,New Marcusbury,1,United States of America,16-06-2016 02:01,1
54.88,22,67058.72,121.07,Focused high-level conglomeration,Sarahland,0,Austria,03-07-2016 04:11,0
42.04,27,58966.22,202.18,Cross-group systemic customer loyalty,Port Raymondfort,0,Spain,03-07-2016 04:11,0
89,36,31281.01,115.26,Team-oriented zero-defect initiative,East Maureen,1,Netherlands Antilles,08-07-2016 03:47,0
55.6,54,62729.4,182.2,Front-line bandwidth-monitored capacity,Blairborough,0,Kazakhstan,31-03-2016 20:55,0
80.3,49,39031.89,195.69,Devolved human-resource circuit,West Brandonton,1,Australia,04-04-2016 20:01,1
55.92,22,56067.38,160.03,Up-sized bi-directional infrastructure,Meyerchester,0,Turkmenistan,29-01-2016 07:14,0
73.89,28,71222.4,139.01,Down-sized bandwidth-monitored core,Reyesfurt,0,Liberia,20-03-2016 02:44,0
66.08,33,38745.29,230.95,Synchronized multi-tasking ability,New Taylorburgh,1,Indonesia,09-07-2016 11:04,0
47.74,41,50628.31,158.42,Synergistic reciprocal attitude,Michaelmouth,1,Turkey,31-05-2016 23:42,1
83.71,42,59243.46,243.61,Innovative interactive portal,Hubbardmouth,1,Hong Kong,06-04-2016 11:24,1
68.88,42,60514.05,129.8,Innovative interactive portal,Lake Jennifer,0,Costa Rica,06-04-2016 11:24,1
82.07,22,31215.88,121.07,Focused coherent success,Sarahland,0,United States of America,03-07-2016 04:11,0
55.6,35,57587,143.79,Team-oriented zero-defect initiative,East Connie,1,Hong Kong,29-06-2016 13:35,0
59.22,28,53336.76,124.44,Intuitive exuding service-desk,Westshire,0,Ghana,05-01-2016 11:53,0
73.72,27,42993.48,171.07,Monitored object-oriented Graphic Interface,Mataberg,1,Sri Lanka,08-07-2016 03:47,0
39.3,54,57877.15,230.18,Focused upward-trending core,Williamsside,0,Lebanon,31-03-2016 20:55,1
82.07,43,73538.09,198.45,Optimized upward-trending productivity,Port Jeffrey,1,Turkey,03-04-2016 21:13,1
67.8,45,59610.81,234.26,Enhanced homogeneous moderator,Wintersfort,1,Micronesia,16-03-2016 07:59,1
54.47,35,56113.37,236.87,User-centric intangible contingency,Wrightburgh,0,Myanmar,01-04-2016 09:21,0
52.84,21,41521.28,139.34,Customizable modular Internet solution,Combsstad,1,Turkey,03-07-2016 04:11,0
71.84,42,57868.44,120.75,Customizable systematic service-desk,Stewartbury,1,Czech Republic,15-04-2016 10:16,1
35.33,29,53431.35,217.1,Managed client-server access,West Shannon,1,Zimbabwe,01-01-2016 15:14,1
38.1,34,40183.75,183.82,Cloned explicit middleware,New Tinamouth,0,Hungary,27-04-2016 04:28,1
75.42,40,66574,122.59,Sharable reciprocal project,South Walter,1,Ghana,08-05-2016 10:25,0
51.24,36,59240.24,140.46,Up-sized incremental encryption,Ronaldport,0,Kazakhstan,12-04-2016 04:22,0
46.61,55,71157.05,187.76,Polarized tangible collaboration,Port Jeffrey,0,Northern Mariana Islands,21-04-2016 09:30,1
59.51,32,52252.91,172.83,Cross-platform logistical pricing structure,Kristinfurt,1,Bahamas,08-05-2016 10:25,0
71.84,54,56180.93,161.16,Implemented asynchronous application,Harmonhaven,0,American Samoa,10-06-2016 10:11,1
40.47,36,59240.24,222.25,Front-line bandwidth-monitored capacity,East John,0,Congo,26-02-2016 19:48,0
35.49,39,38067.08,124.44,Phased hybrid superstructure,Jamiefort,0,Peru,29-02-2016 23:56,1
49.21,26,56694.12,131.68,Decentralized client-driven data-warehouse,Shelbyport,0,Senegal,17-07-2016 14:26,1
64.75,36,76003.47,140.46,Up-sized incremental encryption,West Richard,0,El Salvador,15-03-2016 06:54,1
46.14,49,45632.51,168.34,Streamlined homogeneous analyzer,West Brandonton,0,Netherlands,02-03-2016 04:57,1
59.51,29,51868.85,167.22,Synchronized multi-tasking ability,East Carlos,0,Saint Helena,12-06-2016 21:21,0
86.06,32,55424.24,178.92,Front-line fresh-thinking open system,Phelpschester,1,French Southern Territories,09-06-2016 21:43,0
76.2,34,59785.94,243.61,Operative full-range forecast,Patriciahaven,1,Namibia,27-02-2016 08:52,0
46.61,43,52563.22,157.04,Reverse-engineered maximized focus group,Port Katelynview,0,Bangladesh,17-04-2016 21:39,1
56.39,46,64021.55,229.12,Configurable tertiary capability,Lake Evantown,0,Mexico,15-04-2016 15:07,1
37.87,51,74535.94,130.41,Profit-focused systemic support,Reyesfurt,0,Congo,04-05-2016 05:01,1
80.47,33,55642.32,188.56,Diverse modular interface,South George,1,Vanuatu,09-02-2016 05:28,0
82.07,48,62784.85,212.38,Function-based context-sensitive secured line,Burgessside,1,Turkey,17-07-2016 01:13,1
56.39,40,40468.53,167.22,Vision-oriented attitude-oriented Internet solution,Williamsport,0,Peru,13-07-2016 16:12,1
42.04,37,67132.46,181.02,Function-based stable alliance,Lake James,0,Gabon,08-01-2016 22:47,0
38.37,35,25603.93,236.87,Future-proofed fresh-thinking conglomeration,North Johnside,0,Ukraine,18-07-2016 01:36,0
71.33,39,39840.55,204.79,Face-to-face even-keeled website,Robinsonland,0,Lao People's Democratic Republic,29-06-2016 02:48,0
78.17,41,57846.68,115.6,Distributed maximized ability,Michaelmouth,1,Turkey,31-05-2016 23:42,1
56.64,25,61428.18,122.04,Realigned next generation projection,Stewartbury,1,South Africa,11-03-2016 06:49,0
40.04,23,56457.01,172.81,Team-oriented executive core,Patriciahaven,0,Serbia,27-04-2016 04:28,0
68.01,33,56782.18,123.13,Grass-roots coherent extranet,Silvaton,0,Australia,12-05-2016 21:32,1
89.05,51,57868.44,113.75,Switchable real-time product,West David,1,Malta,09-06-2016 21:43,1
60.23,33,39616,112.72,Focused coherent success,Tracyhaven,1,Afghanistan,06-02-2016 17:48,1
42.04,52,73049.3,230.18,Polarized clear-thinking budgetary management,East Anthony,1,Moldova,16-06-2016 02:01,1
81.98,34,59785.94,173.49,Function-based incremental standardization,Lake Amy,1,Equatorial Guinea,11-03-2016 00:05,0
35.66,36,60843.32,140.46,Multi-layered fresh-thinking neural-net,Lake Ian,0,Greenland,06-07-2016 05:34,0
55.92,34,59785.94,160.03,Function-based incremental standardization,Davidstad,0,Brunei Darussalam,27-02-2016 08:52,0
81.22,41,50628.31,126.39,Fully-configurable foreground solution,East Maureen,1,Turkey,27-04-2016 04:28,1
78.36,43,53922.43,163.48,Reverse-engineered maximized focus group,Port Jeffrey,0,Bangladesh,17-04-2016 21:39,1
55.6,39,55942.04,137.63,Total cohesive moratorium,Williammouth,1,Belize,03-01-2016 16:01,0
55.6,39,52252.91,182.2,Distributed cohesive migration,East Connie,0,Qatar,10-01-2016 20:18,0
78.36,50,52736.33,123.13,Realigned content-based leverage,Burgessside,1,Heard Island and McDonald Islands,17-07-2016 01:13,1
79.6,31,56180.93,207.17,Sharable reciprocal project,Laurieside,0,Barbados,10-05-2016 07:22,0
83.71,38,57868.44,130.83,Pre-emptive content-based frame,Stewartbury,1,Western Sahara,22-04-2016 02:07,1
82.07,42,64564.07,224.82,Function-based optimizing protocol,Lake Jennifer,0,Bahamas,06-04-2016 11:24,1
68.18,28,48335.2,230.52,Cloned object-oriented benchmark,Westshire,0,Micronesia,08-05-2016 22:24,1
65.77,23,55121.65,146.8,Re-engineered non-volatile neural-net,Hubbardmouth,0,Czech Republic,19-05-2016 14:30,1
79.52,44,48335.2,122.31,Networked even-keeled workforce,New Travistown,0,Micronesia,19-05-2016 14:30,1
50.08,26,56694.12,131.68,Focused multi-state workforce,Shelbyport,0,Angola,15-05-2016 13:18,0
55.6,24,52252.91,209.64,Upgradable heuristic system engine,North Daniel,1,Myanmar,25-01-2016 07:39,1
66.12,37,53058.91,217.37,Cross-group non-volatile secured line,Lake James,0,Cyprus,19-02-2016 20:49,0
81.22,41,50628.31,187.76,Fully-configurable foreground solution,Michaelmouth,1,Cote d'Ivoire,28-02-2016 23:54,0
71.28,54,57691.95,182.2,Front-line bandwidth-monitored capacity,Lisafort,1,Somalia,31-03-2016 20:55,0
63.45,31,57739.03,207.17,Profound executive flexibility,West Angelabury,1,Hong Kong,12-05-2016 04:35,0
84.73,36,32549.95,109.07,Enterprise-wide tangible model,Youngfort,1,Puerto Rico,05-03-2016 23:02,0
34.78,36,50628.31,141.52,Self-enabling optimal initiative,Amandahaven,1,Malawi,25-04-2016 07:30,0
83.71,44,33553.9,114.69,Open-source local approach,Edwardsport,1,Hong Kong,14-01-2016 16:30,0
85.84,27,39193.45,131.29,Total even-keeled architecture,East Maureen,1,Dominican Republic,23-03-2016 21:06,0
41.53,31,57739.03,240.64,Optional full-range projection,West Angelabury,1,Maldives,21-06-2016 14:32,0
75.55,32,38609.2,172.83,Focused upward-trending core,Lisafort,1,Latvia,28-04-2016 22:54,0
60.23,29,51868.85,153.76,Automated multi-state toolset,Williamsport,0,Cayman Islands,14-02-2016 10:06,1
80.31,42,43241.19,143.13,Innovative interactive portal,Lake Jennifer,0,Dominican Republic,06-04-2016 11:24,1
55.6,35,42993.48,236.87,User-centric intangible contingency,Wrightburgh,0,Myanmar,10-02-2016 13:46,0
59.51,30,57877.15,111.94,Face-to-face modular budgetary management,Williamport,1,Moldova,17-01-2016 18:45,1
37,30,67186.54,244.91,Upgradable optimizing toolset,Crawfordfurt,1,Uganda,05-01-2016 16:34,1
78.84,35,54429.17,236.87,Optional multi-state hardware,Hansenmouth,0,Saint Vincent and the Grenadines,29-06-2016 02:48,1
76.81,28,39031.89,161.16,Total directional approach,Pottermouth,1,Luxembourg,23-01-2016 17:39,1
89.05,50,51119.93,163.48,Focused coherent success,Wilcoxport,1,Turkey,03-04-2016 21:13,1
76.79,42,34418.09,129.8,Innovative interactive portal,Hubbardmouth,1,Czech Republic,19-02-2016 13:26,1
66.12,49,45632.51,113.8,Streamlined homogeneous analyzer,West Brandonton,0,Netherlands,04-04-2016 20:01,1
54.39,34,34191.23,168.34,Cloned explicit middleware,New Thomas,1,Namibia,11-03-2016 00:05,1
